x,y,modality,category
-0.01,0.06,image,671
0.03,0.04,image,671
0.04,0.04,image,671
-0.03,0.04,image,671
0.01,0.05,image,671
0.00,0.00,image,671
-0.05,0.09,image,671
-0.08,0.00,image,671
0.00,0.08,image,671
-0.02,0.08,image,671
0.01,-0.01,image,671
0.03,0.00,image,671
-0.00,0.03,image,671
0.03,0.06,image,671
0.00,0.00,image,671
0.04,0.01,image,671
0.05,0.07,image,671
-0.01,0.00,image,671
0.02,0.05,image,671
0.01,0.09,image,671
-0.02,0.01,image,671
-0.05,0.03,image,671
-0.01,0.07,image,671
0.04,0.02,image,671
0.02,0.02,image,671
-0.00,0.06,image,671
-0.04,0.08,image,671
0.01,-0.14,text,843
-0.00,-0.15,text,843
0.01,-0.15,text,843
0.01,-0.15,text,843
-0.03,-0.15,text,843
0.01,-0.15,text,843
-0.00,-0.15,text,843
-0.02,-0.13,text,843
-0.01,-0.15,text,843
0.01,-0.14,text,843
0.00,-0.16,text,843
-0.01,-0.14,text,843
-0.02,-0.15,text,843
0.01,-0.14,text,843
-0.02,-0.15,text,843
-0.01,-0.14,text,843
0.02,-0.15,text,843
0.00,-0.15,text,843
0.00,-0.14,text,843
0.00,-0.14,text,843
-0.01,-0.15,text,843
0.01,-0.14,text,843
0.02,-0.14,text,843
0.00,-0.14,text,843
0.00,-0.14,text,843
-0.02,-0.14,text,843
-0.00,-0.15,text,843
-0.03,-0.13,text,843
-0.01,-0.14,text,843
-0.00,-0.15,text,843
-0.02,-0.14,text,843
-0.00,-0.14,text,843
-0.02,-0.14,text,843
-0.01,-0.13,text,843
-0.02,-0.14,text,843
-0.00,-0.15,text,843
-0.03,-0.12,text,843
-0.01,-0.14,text,843
-0.00,-0.15,text,843
0.01,-0.16,text,843
-0.00,-0.15,text,843
-0.02,-0.14,text,843
0.02,-0.15,text,843
0.02,-0.15,text,843
0.00,-0.15,text,843
-0.00,-0.14,text,843
0.01,-0.14,text,843
-0.00,-0.14,text,843
0.00,-0.16,text,843
-0.02,-0.14,text,843
0.00,-0.14,text,890
-0.01,-0.14,text,890
-0.00,-0.13,text,890
-0.00,-0.14,text,890
-0.01,-0.13,text,890
0.00,-0.14,text,890
0.00,-0.15,text,890
0.01,-0.14,text,890
0.01,-0.12,text,890
0.01,-0.13,text,890
-0.00,-0.13,text,890
0.00,-0.13,text,890
0.00,-0.12,text,890
0.01,-0.14,text,890
0.01,-0.14,text,890
-0.01,-0.13,text,890
-0.00,-0.14,text,890
-0.01,-0.14,text,890
-0.01,-0.13,text,890
-0.00,-0.13,text,890
0.00,-0.14,text,890
-0.00,-0.13,text,890
0.01,-0.15,text,890
-0.00,-0.13,text,890
0.01,-0.13,text,890
-0.00,-0.13,text,890
0.00,-0.14,text,890
0.01,-0.13,text,890
-0.01,-0.13,text,890
0.01,-0.13,text,890
0.00,-0.14,text,890
-0.00,-0.12,text,890
-0.00,-0.13,text,890
-0.01,-0.14,text,890
-0.01,-0.14,text,890
0.01,-0.14,text,890
0.01,-0.13,text,890
0.01,-0.14,text,890
0.01,-0.12,text,890
-0.02,-0.14,text,890
-0.01,-0.14,text,890
0.00,-0.13,text,890
0.02,-0.14,text,890
-0.00,-0.14,text,890
0.00,-0.14,text,890
0.00,-0.13,text,890
0.01,-0.12,text,890
-0.02,-0.14,text,890
0.00,-0.13,text,890
0.00,-0.13,text,890
0.01,-0.16,text,842
-0.02,-0.15,text,842
-0.01,-0.13,text,842
-0.01,-0.14,text,842
-0.00,-0.15,text,842
-0.02,-0.14,text,842
0.01,-0.15,text,842
-0.01,-0.14,text,842
-0.01,-0.12,text,842
-0.02,-0.15,text,842
0.01,-0.14,text,842
0.00,-0.15,text,842
-0.01,-0.13,text,842
-0.01,-0.13,text,842
0.01,-0.16,text,842
-0.01,-0.13,text,842
-0.02,-0.15,text,842
-0.02,-0.15,text,842
-0.01,-0.13,text,842
0.01,-0.14,text,842
0.00,-0.13,text,842
0.01,-0.14,text,842
-0.00,-0.14,text,842
-0.02,-0.14,text,842
-0.03,-0.14,text,842
-0.01,-0.15,text,842
-0.02,-0.14,text,842
-0.00,-0.14,text,842
-0.01,-0.13,text,842
0.00,-0.14,text,842
-0.02,-0.14,text,842
-0.00,-0.15,text,842
-0.01,-0.15,text,842
0.01,-0.14,text,842
-0.02,-0.14,text,842
0.01,-0.15,text,842
-0.01,-0.14,text,842
-0.02,-0.12,text,842
0.01,-0.15,text,842
0.01,-0.15,text,842
-0.00,-0.13,text,842
-0.02,-0.13,text,842
-0.00,-0.15,text,842
-0.00,-0.16,text,842
0.01,-0.15,text,842
-0.02,-0.14,text,842
0.03,-0.14,text,842
-0.02,-0.14,text,842
-0.00,-0.15,text,842
-0.02,-0.13,text,842
0.01,-0.13,text,880
-0.01,-0.14,text,880
-0.01,-0.13,text,880
-0.00,-0.14,text,880
-0.00,-0.12,text,880
-0.01,-0.15,text,880
-0.00,-0.11,text,880
-0.00,-0.13,text,880
-0.01,-0.13,text,880
0.01,-0.14,text,880
-0.01,-0.15,text,880
-0.03,-0.14,text,880
-0.02,-0.12,text,880
-0.00,-0.13,text,880
-0.01,-0.14,text,880
-0.02,-0.15,text,880
0.00,-0.14,text,880
-0.01,-0.12,text,880
0.00,-0.15,text,880
-0.01,-0.14,text,880
0.00,-0.14,text,880
-0.03,-0.13,text,880
0.00,-0.14,text,880
-0.00,-0.13,text,880
0.00,-0.14,text,880
-0.02,-0.14,text,880
-0.01,-0.14,text,880
0.01,-0.13,text,880
-0.01,-0.14,text,880
-0.01,-0.13,text,880
-0.01,-0.14,text,880
0.01,-0.15,text,880
-0.01,-0.13,text,880
-0.00,-0.14,text,880
-0.02,-0.13,text,880
-0.02,-0.14,text,880
-0.02,-0.13,text,880
-0.02,-0.13,text,880
0.01,-0.13,text,880
-0.00,-0.15,text,880
-0.01,-0.13,text,880
-0.01,-0.14,text,880
-0.02,-0.13,text,880
-0.01,-0.15,text,880
-0.01,-0.14,text,880
-0.01,-0.15,text,880
0.00,-0.12,text,880
-0.02,-0.12,text,880
0.00,-0.14,text,880
-0.01,-0.13,text,880
0.01,-0.12,text,671
-0.02,-0.13,text,671
-0.01,-0.13,text,671
-0.01,-0.12,text,671
-0.01,-0.13,text,671
-0.00,-0.13,text,671
-0.02,-0.13,text,671
-0.01,-0.14,text,671
0.00,-0.13,text,671
-0.01,-0.14,text,671
-0.03,-0.14,text,671
0.00,-0.13,text,671
0.00,-0.14,text,671
-0.01,-0.12,text,671
-0.00,-0.12,text,671
-0.02,-0.13,text,671
-0.01,-0.13,text,671
-0.02,-0.12,text,671
-0.01,-0.14,text,671
-0.00,-0.14,text,671
0.01,-0.13,text,671
0.00,-0.11,text,671
-0.01,-0.12,text,671
0.02,-0.13,text,671
-0.01,-0.13,text,671
-0.01,-0.12,text,671
-0.01,-0.12,text,671
-0.00,-0.13,text,671
-0.00,-0.13,text,671
-0.02,-0.13,text,671
-0.02,-0.13,text,671
-0.01,-0.14,text,671
0.00,-0.11,text,671
-0.00,-0.14,text,671
-0.00,-0.13,text,671
-0.01,-0.13,text,671
-0.01,-0.13,text,671
0.01,-0.13,text,671
-0.01,-0.13,text,671
0.00,-0.13,text,671
-0.01,-0.13,text,671
-0.00,-0.13,text,671
0.00,-0.12,text,671
-0.01,-0.13,text,671
-0.01,-0.13,text,671
-0.01,-0.14,text,671
-0.00,-0.12,text,671
-0.03,-0.13,text,671
-0.01,-0.13,text,671
-0.00,-0.13,text,671
