x,y,modality,category
-0.07,-0.06,image,562
-0.01,-0.10,image,562
-0.06,-0.02,image,562
-0.13,0.03,image,562
0.01,-0.08,image,562
-0.07,-0.07,image,562
-0.05,0.00,image,562
0.00,-0.03,image,562
-0.04,-0.02,image,562
-0.00,-0.03,image,562
0.01,0.05,image,671
-0.01,0.06,image,671
0.01,0.03,image,671
-0.07,0.12,image,671
-0.01,0.06,image,671
-0.02,-0.02,image,671
-0.01,0.04,image,671
0.05,0.02,image,671
0.00,0.00,image,671
-0.03,0.03,image,671
0.02,-0.02,image,671
0.04,0.02,image,671
-0.02,0.08,image,671
0.02,0.03,image,671
0.01,0.02,image,671
-0.02,0.02,image,671
-0.01,0.01,image,671
0.01,-0.01,image,671
-0.05,0.09,image,671
0.01,0.05,image,671
0.03,0.06,image,671
-0.03,0.05,image,671
-0.01,0.11,image,671
0.02,0.01,image,671
-0.02,0.04,image,671
0.05,0.07,image,671
-0.04,0.04,image,671
0.03,0.00,image,671
-0.03,-0.02,image,671
-0.04,0.00,image,671
-0.02,0.01,image,671
0.01,0.02,image,671
-0.04,0.04,image,671
0.01,0.09,image,671
0.02,0.05,image,671
0.01,0.07,image,671
-0.01,0.02,image,671
0.03,0.07,image,671
0.00,0.00,image,671
-0.07,0.09,image,671
-0.01,0.00,image,671
0.05,0.07,image,671
-0.00,0.06,image,671
-0.02,0.04,image,671
0.06,-0.03,image,671
0.01,0.06,image,671
-0.01,0.08,image,671
-0.04,0.06,image,671
0.07,0.03,image,671
0.05,0.04,image,671
0.02,0.01,image,805
0.03,0.00,image,805
0.06,-0.00,image,805
0.08,0.04,image,805
0.04,0.01,image,805
0.01,0.01,image,805
0.07,0.07,image,805
0.01,-0.02,image,805
-0.01,-0.09,image,805
-0.02,0.00,image,805
0.10,0.02,image,805
0.04,-0.06,image,805
0.01,0.01,image,805
0.00,0.04,image,805
0.06,0.05,image,805
0.00,0.01,image,805
0.03,0.06,image,805
0.09,0.08,image,805
0.01,-0.00,image,805
0.06,0.09,image,805
-0.01,0.05,image,805
0.05,0.04,image,805
0.03,-0.05,image,805
0.04,0.04,image,805
0.01,-0.03,image,805
0.04,-0.04,image,805
0.01,0.02,image,805
-0.02,0.05,image,805
0.03,0.04,image,805
0.04,0.05,image,805
-0.00,0.02,image,805
0.04,0.05,image,805
0.04,0.03,image,805
0.02,0.04,image,805
0.03,-0.04,image,805
0.06,-0.02,image,805
0.07,0.00,image,805
0.04,-0.03,image,805
0.03,-0.04,image,805
0.06,-0.00,image,805
0.01,-0.02,image,805
0.09,-0.04,image,805
0.05,0.11,image,805
0.05,0.08,image,805
0.04,0.02,image,805
0.02,0.03,image,805
0.00,0.08,image,805
0.01,-0.02,image,805
0.04,0.03,image,805
-0.04,0.03,image,805
-0.01,0.07,image,981
-0.02,0.00,image,981
0.01,0.05,image,981
0.03,-0.01,image,981
0.07,-0.02,image,981
0.01,0.01,image,981
0.01,0.09,image,981
0.00,0.02,image,981
0.00,0.06,image,981
0.04,0.02,image,981
-0.01,-0.09,image,981
0.07,-0.06,image,981
0.07,-0.01,image,981
0.08,0.03,image,981
-0.04,-0.00,image,981
0.03,0.12,image,981
0.02,-0.01,image,981
0.10,0.02,image,981
0.05,0.07,image,981
0.05,0.02,image,981
0.09,-0.03,image,981
0.09,-0.00,image,981
0.00,0.01,image,981
0.01,0.04,image,981
0.02,0.07,image,981
0.10,0.08,image,981
-0.03,0.07,image,981
-0.00,0.03,image,981
0.04,-0.00,image,981
-0.00,0.08,image,981
0.07,0.02,image,981
-0.03,-0.01,image,981
0.05,0.07,image,981
0.04,-0.03,image,981
0.03,0.13,image,981
0.02,0.02,image,981
-0.03,0.07,image,981
0.03,0.06,image,981
0.05,0.04,image,981
0.09,0.00,image,981
0.04,0.00,image,981
-0.06,-0.09,image,981
0.04,0.11,image,981
0.08,0.04,image,981
-0.04,-0.01,image,981
0.03,-0.07,image,981
-0.04,0.03,image,981
0.02,0.04,image,981
0.02,0.05,image,981
-0.03,0.05,image,981
0.00,-0.14,text,752
-0.00,-0.13,text,752
0.01,-0.12,text,752
-0.01,-0.15,text,752
0.01,-0.13,text,752
0.00,-0.14,text,752
-0.01,-0.13,text,752
-0.00,-0.14,text,752
0.01,-0.14,text,752
0.00,-0.14,text,752
-0.00,-0.14,text,752
0.01,-0.13,text,752
-0.00,-0.14,text,752
0.01,-0.14,text,752
0.00,-0.14,text,752
0.02,-0.14,text,752
0.01,-0.14,text,752
-0.00,-0.14,text,752
0.01,-0.14,text,752
-0.00,-0.14,text,752
0.00,-0.13,text,752
-0.01,-0.13,text,752
-0.00,-0.14,text,752
-0.00,-0.14,text,752
0.00,-0.13,text,752
0.00,-0.13,text,752
-0.02,-0.11,text,752
0.00,-0.13,text,752
-0.00,-0.13,text,752
0.01,-0.14,text,752
-0.00,-0.14,text,752
-0.02,-0.14,text,752
0.00,-0.13,text,752
-0.00,-0.13,text,752
0.01,-0.13,text,752
0.01,-0.13,text,752
-0.00,-0.13,text,752
-0.00,-0.15,text,752
0.01,-0.13,text,752
0.00,-0.14,text,752
-0.00,-0.14,text,752
0.01,-0.14,text,752
0.01,-0.13,text,752
0.01,-0.14,text,752
0.01,-0.14,text,752
0.00,-0.13,text,752
0.00,-0.13,text,752
0.00,-0.13,text,752
-0.00,-0.15,text,752
-0.00,-0.13,text,752
-0.02,-0.14,text,562
-0.01,-0.15,text,562
-0.02,-0.14,text,562
-0.01,-0.14,text,562
0.01,-0.15,text,562
-0.01,-0.14,text,562
-0.01,-0.15,text,562
-0.01,-0.13,text,562
-0.01,-0.14,text,562
-0.00,-0.14,text,562
-0.02,-0.13,text,562
0.01,-0.14,text,562
-0.01,-0.13,text,562
-0.01,-0.14,text,562
0.02,-0.15,text,562
-0.00,-0.15,text,562
-0.04,-0.13,text,562
-0.02,-0.14,text,562
-0.02,-0.14,text,562
-0.02,-0.14,text,562
0.00,-0.16,text,562
-0.00,-0.16,text,562
-0.00,-0.14,text,562
-0.02,-0.14,text,562
-0.02,-0.14,text,562
0.01,-0.13,text,562
-0.01,-0.15,text,562
-0.02,-0.14,text,562
0.01,-0.14,text,562
-0.01,-0.14,text,562
-0.00,-0.14,text,562
0.01,-0.15,text,562
-0.02,-0.14,text,562
-0.00,-0.15,text,562
-0.00,-0.14,text,562
-0.01,-0.15,text,562
-0.01,-0.13,text,562
-0.03,-0.15,text,562
-0.01,-0.15,text,562
-0.02,-0.14,text,562
-0.01,-0.15,text,562
-0.00,-0.15,text,562
-0.02,-0.15,text,562
-0.02,-0.13,text,562
0.00,-0.16,text,562
0.00,-0.15,text,562
-0.01,-0.14,text,562
0.01,-0.15,text,562
-0.02,-0.13,text,562
0.01,-0.14,text,562
0.00,-0.13,text,671
0.02,-0.13,text,671
-0.01,-0.13,text,671
-0.01,-0.13,text,671
-0.01,-0.15,text,671
-0.01,-0.14,text,671
-0.01,-0.11,text,671
-0.01,-0.13,text,671
-0.00,-0.13,text,671
-0.02,-0.14,text,671
0.00,-0.13,text,671
0.02,-0.14,text,671
-0.02,-0.13,text,671
-0.00,-0.14,text,671
-0.00,-0.13,text,671
-0.00,-0.14,text,671
-0.02,-0.13,text,671
-0.00,-0.14,text,671
-0.02,-0.13,text,671
-0.00,-0.14,text,671
-0.00,-0.13,text,671
-0.01,-0.12,text,671
-0.01,-0.12,text,671
-0.00,-0.12,text,671
-0.01,-0.13,text,671
0.00,-0.13,text,671
-0.03,-0.13,text,671
-0.00,-0.13,text,671
-0.02,-0.14,text,671
-0.01,-0.13,text,671
-0.01,-0.13,text,671
-0.01,-0.13,text,671
-0.01,-0.13,text,671
-0.01,-0.12,text,671
-0.00,-0.13,text,671
-0.00,-0.12,text,671
-0.02,-0.12,text,671
0.00,-0.13,text,671
0.01,-0.13,text,671
-0.01,-0.12,text,671
-0.01,-0.13,text,671
-0.01,-0.12,text,671
-0.01,-0.13,text,671
-0.02,-0.13,text,671
-0.01,-0.14,text,671
0.01,-0.13,text,671
-0.01,-0.12,text,671
-0.01,-0.12,text,671
0.01,-0.13,text,671
0.01,-0.13,text,671
-0.01,-0.14,text,805
0.01,-0.13,text,805
0.00,-0.14,text,805
0.01,-0.14,text,805
-0.00,-0.14,text,805
0.00,-0.14,text,805
0.00,-0.14,text,805
0.00,-0.14,text,805
0.00,-0.14,text,805
-0.01,-0.13,text,805
0.01,-0.14,text,805
-0.00,-0.15,text,805
0.01,-0.14,text,805
0.01,-0.13,text,805
0.00,-0.14,text,805
-0.01,-0.14,text,805
-0.01,-0.13,text,805
0.00,-0.14,text,805
0.00,-0.14,text,805
0.01,-0.14,text,805
-0.01,-0.13,text,805
-0.01,-0.14,text,805
-0.01,-0.13,text,805
-0.02,-0.13,text,805
0.01,-0.13,text,805
-0.00,-0.15,text,805
0.00,-0.13,text,805
0.00,-0.14,text,805
0.00,-0.14,text,805
-0.00,-0.14,text,805
-0.01,-0.14,text,805
-0.01,-0.13,text,805
0.01,-0.14,text,805
0.01,-0.14,text,805
-0.01,-0.13,text,805
-0.00,-0.13,text,805
0.00,-0.14,text,805
0.00,-0.14,text,805
-0.02,-0.14,text,805
0.01,-0.14,text,805
-0.00,-0.14,text,805
0.01,-0.15,text,805
-0.01,-0.13,text,805
0.00,-0.15,text,805
0.01,-0.14,text,805
-0.01,-0.14,text,805
-0.02,-0.13,text,805
0.01,-0.14,text,805
-0.00,-0.12,text,805
-0.01,-0.13,text,805
-0.00,-0.12,text,981
-0.00,-0.15,text,981
-0.01,-0.13,text,981
-0.01,-0.14,text,981
-0.03,-0.13,text,981
-0.00,-0.14,text,981
-0.01,-0.14,text,981
0.00,-0.15,text,981
0.00,-0.14,text,981
0.00,-0.15,text,981
-0.00,-0.15,text,981
-0.00,-0.15,text,981
-0.01,-0.14,text,981
-0.01,-0.13,text,981
-0.00,-0.14,text,981
-0.01,-0.12,text,981
0.00,-0.15,text,981
-0.01,-0.13,text,981
0.01,-0.14,text,981
-0.01,-0.14,text,981
0.01,-0.14,text,981
-0.02,-0.14,text,981
-0.00,-0.15,text,981
-0.00,-0.15,text,981
0.00,-0.12,text,981
-0.00,-0.12,text,981
-0.01,-0.13,text,981
-0.01,-0.14,text,981
-0.00,-0.14,text,981
-0.01,-0.14,text,981
-0.00,-0.14,text,981
-0.01,-0.14,text,981
-0.01,-0.14,text,981
-0.01,-0.15,text,981
-0.01,-0.13,text,981
0.01,-0.15,text,981
0.01,-0.14,text,981
-0.01,-0.15,text,981
0.01,-0.13,text,981
-0.00,-0.13,text,981
-0.00,-0.15,text,981
-0.02,-0.14,text,981
0.00,-0.12,text,981
-0.00,-0.14,text,981
-0.00,-0.15,text,981
-0.00,-0.14,text,981
-0.00,-0.13,text,981
-0.00,-0.14,text,981
-0.01,-0.13,text,981
-0.01,-0.13,text,981
