x,y,modality,category
-0.04,-0.03,image,843
-0.02,-0.05,image,843
-0.06,0.03,image,843
0.06,-0.05,image,843
-0.03,-0.01,image,843
-0.06,-0.00,image,843
-0.07,-0.09,image,843
-0.03,-0.04,image,843
0.08,0.02,image,843
-0.09,0.00,image,843
0.03,-0.07,image,843
-0.00,-0.01,image,843
-0.03,-0.04,image,843
-0.00,-0.04,image,843
-0.03,-0.04,image,843
-0.04,-0.06,image,843
-0.05,-0.01,image,843
-0.04,-0.08,image,843
0.02,-0.03,image,843
-0.01,-0.04,image,843
-0.06,0.03,image,843
0.01,-0.09,image,843
0.01,0.01,image,843
-0.02,-0.03,image,843
0.05,-0.08,image,843
0.02,-0.00,image,843
0.08,0.01,image,843
-0.01,-0.03,image,843
0.06,-0.03,image,843
-0.04,-0.02,image,843
-0.13,-0.06,image,843
-0.01,0.02,image,843
-0.06,-0.08,image,843
0.00,0.01,image,843
-0.01,-0.05,image,843
0.02,-0.08,image,843
-0.04,-0.05,image,843
0.04,-0.03,image,843
-0.05,-0.07,image,843
0.04,-0.03,image,843
0.03,-0.01,image,843
0.02,-0.03,image,843
-0.01,-0.03,image,843
-0.07,-0.02,image,843
-0.05,0.07,image,843
0.02,0.01,image,843
-0.00,-0.00,image,843
0.00,0.04,image,843
0.04,0.04,image,890
0.04,0.09,image,890
0.07,0.08,image,890
0.09,0.03,image,890
0.05,0.06,image,890
0.07,0.11,image,890
0.06,0.07,image,890
0.11,-0.01,image,890
0.04,0.10,image,890
0.03,-0.02,image,890
-0.07,0.03,image,890
0.07,0.01,image,890
0.11,0.00,image,890
0.05,0.11,image,890
0.08,0.08,image,890
-0.00,0.12,image,890
0.08,0.12,image,890
0.13,0.08,image,890
0.11,0.05,image,890
-0.01,0.10,image,890
0.07,0.04,image,890
0.04,0.09,image,890
0.01,0.03,image,890
0.10,-0.01,image,890
0.10,0.08,image,890
0.03,0.09,image,890
0.06,0.06,image,890
0.08,-0.02,image,890
0.03,0.05,image,890
0.08,0.10,image,890
0.04,0.08,image,890
0.02,0.02,image,890
-0.05,0.06,image,890
0.02,0.07,image,890
0.11,0.05,image,890
0.05,0.04,image,890
0.10,0.03,image,890
0.02,0.00,image,890
0.04,0.08,image,890
0.03,0.10,image,890
0.06,0.01,image,890
0.02,0.03,image,890
0.07,0.05,image,890
0.07,-0.00,image,890
0.03,-0.03,image,890
0.11,0.03,image,890
0.07,0.12,image,890
0.12,0.01,image,890
0.10,0.00,image,890
0.11,0.03,image,890
-0.00,-0.13,text,805
-0.00,-0.13,text,805
0.00,-0.12,text,805
-0.02,-0.13,text,805
-0.00,-0.14,text,805
-0.02,-0.13,text,805
-0.01,-0.14,text,805
0.01,-0.14,text,805
0.01,-0.15,text,805
-0.02,-0.14,text,805
0.01,-0.14,text,805
0.01,-0.14,text,805
-0.01,-0.14,text,805
0.01,-0.13,text,805
-0.01,-0.14,text,805
-0.01,-0.14,text,805
0.00,-0.14,text,805
-0.00,-0.14,text,805
0.00,-0.14,text,805
-0.02,-0.13,text,805
-0.00,-0.12,text,805
0.00,-0.14,text,805
-0.01,-0.13,text,805
0.00,-0.13,text,805
-0.01,-0.14,text,805
-0.00,-0.15,text,805
-0.01,-0.13,text,805
0.00,-0.14,text,805
0.00,-0.13,text,805
-0.01,-0.14,text,805
0.00,-0.14,text,805
0.01,-0.14,text,805
0.02,-0.14,text,805
0.01,-0.14,text,805
0.01,-0.15,text,805
0.01,-0.14,text,805
0.00,-0.12,text,805
-0.01,-0.12,text,805
-0.01,-0.15,text,805
-0.01,-0.13,text,805
0.00,-0.13,text,805
0.01,-0.14,text,805
-0.00,-0.14,text,805
0.00,-0.14,text,805
-0.01,-0.14,text,805
0.00,-0.14,text,805
0.00,-0.15,text,805
-0.00,-0.14,text,805
-0.00,-0.14,text,805
-0.01,-0.13,text,805
-0.01,-0.13,text,981
-0.01,-0.13,text,981
-0.01,-0.14,text,981
-0.03,-0.13,text,981
-0.00,-0.12,text,981
-0.02,-0.13,text,981
-0.00,-0.15,text,981
-0.00,-0.15,text,981
-0.01,-0.14,text,981
-0.01,-0.14,text,981
0.01,-0.14,text,981
-0.03,-0.13,text,981
-0.00,-0.14,text,981
-0.01,-0.13,text,981
0.01,-0.14,text,981
0.00,-0.15,text,981
-0.01,-0.14,text,981
-0.00,-0.15,text,981
-0.01,-0.13,text,981
0.00,-0.12,text,981
-0.00,-0.13,text,981
-0.01,-0.12,text,981
0.01,-0.14,text,981
0.00,-0.12,text,981
-0.01,-0.14,text,981
-0.01,-0.14,text,981
0.00,-0.13,text,981
0.01,-0.14,text,981
0.00,-0.14,text,981
-0.00,-0.12,text,981
-0.01,-0.14,text,981
0.00,-0.13,text,981
-0.00,-0.13,text,981
-0.00,-0.15,text,981
0.01,-0.13,text,981
0.01,-0.14,text,981
-0.01,-0.13,text,981
-0.01,-0.15,text,981
-0.01,-0.14,text,981
-0.00,-0.14,text,981
-0.01,-0.13,text,981
0.01,-0.14,text,981
-0.01,-0.13,text,981
0.00,-0.13,text,981
-0.00,-0.14,text,981
0.01,-0.15,text,981
-0.00,-0.14,text,981
-0.01,-0.14,text,981
0.00,-0.15,text,981
0.00,-0.12,text,981
0.00,-0.14,text,768
-0.03,-0.12,text,768
0.00,-0.14,text,768
-0.01,-0.15,text,768
-0.02,-0.13,text,768
-0.01,-0.13,text,768
0.00,-0.13,text,768
-0.01,-0.14,text,768
-0.01,-0.14,text,768
-0.02,-0.13,text,768
-0.02,-0.13,text,768
0.01,-0.13,text,768
-0.01,-0.14,text,768
-0.02,-0.14,text,768
-0.01,-0.14,text,768
0.00,-0.14,text,768
-0.01,-0.14,text,768
-0.01,-0.14,text,768
-0.01,-0.12,text,768
-0.01,-0.14,text,768
-0.01,-0.13,text,768
-0.00,-0.12,text,768
-0.01,-0.14,text,768
-0.03,-0.15,text,768
-0.01,-0.15,text,768
-0.00,-0.14,text,768
-0.02,-0.13,text,768
-0.01,-0.12,text,768
-0.03,-0.14,text,768
-0.02,-0.13,text,768
-0.01,-0.14,text,768
0.01,-0.14,text,768
0.01,-0.15,text,768
-0.00,-0.14,text,768
0.01,-0.14,text,768
-0.01,-0.15,text,768
-0.01,-0.13,text,768
0.02,-0.13,text,768
0.01,-0.13,text,768
0.00,-0.13,text,768
0.01,-0.15,text,768
-0.01,-0.13,text,768
-0.02,-0.13,text,768
-0.01,-0.14,text,768
0.00,-0.15,text,768
-0.01,-0.14,text,768
-0.00,-0.13,text,768
0.02,-0.15,text,768
-0.00,-0.12,text,768
0.01,-0.13,text,768
0.01,-0.15,text,843
0.02,-0.14,text,843
0.02,-0.15,text,843
-0.01,-0.15,text,843
0.00,-0.14,text,843
-0.02,-0.14,text,843
-0.00,-0.14,text,843
-0.03,-0.12,text,843
-0.01,-0.15,text,843
0.01,-0.14,text,843
0.01,-0.14,text,843
-0.02,-0.14,text,843
0.00,-0.16,text,843
-0.00,-0.14,text,843
-0.01,-0.14,text,843
-0.02,-0.14,text,843
0.01,-0.14,text,843
0.00,-0.15,text,843
-0.00,-0.15,text,843
-0.01,-0.15,text,843
-0.02,-0.14,text,843
-0.03,-0.13,text,843
0.00,-0.14,text,843
-0.01,-0.15,text,843
-0.00,-0.15,text,843
-0.00,-0.15,text,843
0.00,-0.14,text,843
-0.00,-0.15,text,843
0.00,-0.16,text,843
-0.02,-0.13,text,843
0.00,-0.16,text,843
-0.01,-0.13,text,843
-0.02,-0.15,text,843
0.01,-0.14,text,843
-0.01,-0.13,text,843
-0.01,-0.13,text,843
0.01,-0.15,text,843
0.00,-0.16,text,843
-0.01,-0.14,text,843
0.01,-0.14,text,843
-0.02,-0.13,text,843
0.01,-0.15,text,843
-0.00,-0.15,text,843
-0.00,-0.15,text,843
0.00,-0.14,text,843
-0.03,-0.15,text,843
-0.00,-0.15,text,843
-0.02,-0.14,text,843
0.02,-0.15,text,843
-0.00,-0.15,text,843
-0.01,-0.14,text,890
-0.00,-0.14,text,890
0.01,-0.13,text,890
0.01,-0.13,text,890
0.01,-0.15,text,890
0.00,-0.13,text,890
0.00,-0.12,text,890
0.01,-0.13,text,890
0.00,-0.13,text,890
-0.01,-0.13,text,890
-0.00,-0.13,text,890
0.00,-0.15,text,890
0.01,-0.14,text,890
0.01,-0.13,text,890
-0.01,-0.13,text,890
-0.00,-0.13,text,890
0.01,-0.14,text,890
-0.00,-0.12,text,890
0.01,-0.14,text,890
0.01,-0.12,text,890
0.01,-0.12,text,890
-0.01,-0.13,text,890
0.00,-0.14,text,890
-0.02,-0.14,text,890
0.01,-0.13,text,890
-0.00,-0.14,text,890
0.00,-0.14,text,890
0.01,-0.14,text,890
-0.00,-0.14,text,890
0.00,-0.13,text,890
0.01,-0.12,text,890
-0.01,-0.13,text,890
-0.02,-0.14,text,890
-0.02,-0.14,text,890
-0.00,-0.13,text,890
0.01,-0.13,text,890
-0.00,-0.13,text,890
-0.00,-0.13,text,890
-0.01,-0.14,text,890
-0.00,-0.13,text,890
0.01,-0.14,text,890
-0.01,-0.14,text,890
0.00,-0.13,text,890
0.01,-0.13,text,890
0.00,-0.14,text,890
0.01,-0.12,text,890
-0.00,-0.13,text,890
0.00,-0.14,text,890
0.01,-0.14,text,890
0.00,-0.14,text,890
