x,y,modality,category
0.01,-0.15,text,842
-0.01,-0.13,text,842
-0.01,-0.15,text,842
0.02,-0.15,text,842
-0.02,-0.12,text,842
-0.01,-0.15,text,842
0.01,-0.14,text,842
-0.02,-0.15,text,842
-0.02,-0.14,text,842
-0.00,-0.15,text,842
-0.01,-0.14,text,842
-0.00,-0.14,text,842
0.01,-0.15,text,842
-0.01,-0.13,text,842
-0.00,-0.15,text,842
-0.00,-0.15,text,842
-0.02,-0.14,text,842
0.01,-0.15,text,842
-0.01,-0.15,text,842
-0.02,-0.14,text,842
-0.02,-0.15,text,842
-0.02,-0.12,text,842
0.00,-0.13,text,560
0.01,-0.12,text,560
0.00,-0.12,text,560
-0.00,-0.13,text,560
0.00,-0.14,text,560
0.02,-0.14,text,560
0.02,-0.14,text,560
0.01,-0.13,text,560
-0.00,-0.13,text,560
-0.02,-0.14,text,560
0.01,-0.15,text,560
0.00,-0.14,text,560
-0.01,-0.14,text,560
0.00,-0.13,text,560
-0.00,-0.13,text,560
-0.00,-0.13,text,560
0.00,-0.13,text,560
0.00,-0.14,text,560
-0.01,-0.13,text,560
0.01,-0.14,text,560
0.01,-0.13,text,560
0.00,-0.14,text,560
0.00,-0.14,text,560
-0.02,-0.13,text,560
0.02,-0.13,text,560
0.00,-0.14,text,560
0.01,-0.14,text,560
-0.01,-0.14,text,560
0.00,-0.13,text,560
-0.01,-0.14,text,560
-0.00,-0.13,text,560
0.00,-0.13,text,560
-0.01,-0.13,text,560
-0.01,-0.13,text,560
0.02,-0.14,text,560
0.01,-0.15,text,560
0.00,-0.13,text,560
-0.01,-0.14,text,560
-0.01,-0.14,text,560
0.02,-0.14,text,560
0.01,-0.13,text,560
0.01,-0.12,text,560
0.00,-0.13,text,560
-0.01,-0.14,text,560
-0.01,-0.14,text,560
-0.01,-0.13,text,560
0.01,-0.14,text,560
-0.01,-0.13,text,560
0.00,-0.12,text,560
0.00,-0.13,text,560
